1499357589.380406,1,0,70
1499357637.813268,2,49,140
1499357700.63304,3,7,45
1499357763.678647,4,-12,95
1499357827.034024,5,-44,140
1499357889.417967,6,0,142
1499357937.235382,7,-81,54
